draw,policy,true_net_value_per_user
141,CausalForestDML: effect > cost,0.1591080896190655
141,DRLearner: effect > cost,0.16691811659857694
142,Treat none,0.0
142,Treat all,0.01153143172044357
142,LinearDML: effect > cost,0.1762006466377305
142,CausalForestDML: effect > cost,0.15525955046622797
142,DRLearner: effect > cost,0.1700529820874521
143,Treat none,0.0
143,Treat all,0.0010604968947061067
143,LinearDML: effect > cost,0.16721281678500774
143,CausalForestDML: effect > cost,0.1490879608474141
143,DRLearner: effect > cost,0.1599820594697406
144,Treat none,0.0
144,Treat all,0.01037583671017186
144,LinearDML: effect > cost,0.17694487446423765
144,CausalForestDML: effect > cost,0.16098037270905424
144,DRLearner: effect > cost,0.17398556327921685
145,Treat none,0.0
145,Treat all,0.020408535378431406
145,LinearDML: effect > cost,0.18295534736015656
145,CausalForestDML: effect > cost,0.1607625368412126
145,DRLearner: effect > cost,0.17290652931248546
146,Treat none,0.0
146,Treat all,-0.0020617932986124895
146,LinearDML: effect > cost,0.16107120842659242
146,CausalForestDML: effect > cost,0.14496605397450857
146,DRLearner: effect > cost,0.1581350095459127
147,Treat none,0.0
147,Treat all,-0.021102953518785866
147,LinearDML: effect > cost,0.15794588983297914
147,CausalForestDML: effect > cost,0.13915885297269806
147,DRLearner: effect > cost,0.14953698257800238
148,Treat none,0.0
148,Treat all,0.012328099850856509
148,LinearDML: effect > cost,0.1703797958512482
148,CausalForestDML: effect > cost,0.15622533391472498
148,DRLearner: effect > cost,0.16732776222818407
149,Treat none,0.0
149,Treat all,0.00275866586006439
149,LinearDML: effect > cost,0.16832304720662872
149,CausalForestDML: effect > cost,0.15341319713635757
149,DRLearner: effect > cost,0.16410677600796272
150,Treat none,0.0
150,Treat all,-0.011142605052721796
150,LinearDML: effect > cost,0.159132421422601
150,CausalForestDML: effect > cost,0.1441337519912493
150,DRLearner: effect > cost,0.1531533276145509
151,Treat none,0.0
151,Treat all,-0.004855355661958041
151,LinearDML: effect > cost,0.1700953439915907
151,CausalForestDML: effect > cost,0.15235544122444855
151,DRLearner: effect > cost,0.16016106683809175
152,Treat none,0.0
152,Treat all,0.02579119851378037
152,LinearDML: effect > cost,0.18357682379233292
152,CausalForestDML: effect > cost,0.16384511484381797
152,DRLearner: effect > cost,0.1757416469604431
153,Treat none,0.0
153,Treat all,0.02379742131192755
153,LinearDML: effect > cost,0.1824489048377207
153,CausalForestDML: effect > cost,0.16469050415220154
153,DRLearner: effect > cost,0.17241320069919508
154,Treat none,0.0
154,Treat all,-0.005643166570772101
154,LinearDML: effect > cost,0.1672523256939313
154,CausalForestDML: effect > cost,0.14878237864249044
154,DRLearner: effect > cost,0.16059100011545877
155,Treat none,0.0
155,Treat all,-3.693176780023354e-05
155,LinearDML: effect > cost,0.16826353491328605
155,CausalForestDML: effect > cost,0.15539412297880062
155,DRLearner: effect > cost,0.16480829900658683
156,Treat none,0.0
156,Treat all,0.010866416540509294
156,LinearDML: effect > cost,0.17348289575970635
156,CausalForestDML: effect > cost,0.15744341239926032
156,DRLearner: effect > cost,0.17004876940583297
157,Treat none,0.0
157,Treat all,0.012042590883630754
157,LinearDML: effect > cost,0.1756885453278858
157,CausalForestDML: effect > cost,0.15413812593757384
157,DRLearner: effect > cost,0.1668682807686478
158,Treat none,0.0
158,Treat all,0.021075173413314642
158,LinearDML: effect > cost,0.182958035964436
158,CausalForestDML: effect > cost,0.16550471862442176
158,DRLearner: effect > cost,0.17226318978378843
159,Treat none,0.0
159,Treat all,0.00714917080291086
159,LinearDML: effect > cost,0.16846964625863536
159,CausalForestDML: effect > cost,0.1554724519961376
159,DRLearner: effect > cost,0.16426361894653682
160,Treat none,0.0
160,Treat all,-0.009927651960786871
160,LinearDML: effect > cost,0.16853925367114436
160,CausalForestDML: effect > cost,0.1512225461492645
160,DRLearner: effect > cost,0.16200780227135442
161,Treat none,0.0
161,Treat all,0.0273964926816023
161,LinearDML: effect > cost,0.18406192829475698
161,CausalForestDML: effect > cost,0.16708480536711695
161,DRLearner: effect > cost,0.17883117883052585
162,Treat none,0.0
162,Treat all,-0.011576940808146322
162,LinearDML: effect > cost,0.16524694088870115
162,CausalForestDML: effect > cost,0.14734755451875992
162,DRLearner: effect > cost,0.15924648006088926
163,Treat none,0.0
163,Treat all,-0.007940473519727756
163,LinearDML: effect > cost,0.16765671380051098
163,CausalForestDML: effect > cost,0.14868403910508268
163,DRLearner: effect > cost,0.16277412029311814
164,Treat none,0.0
164,Treat all,-0.0028286688890300617
164,LinearDML: effect > cost,0.17248160664259124
164,CausalForestDML: effect > cost,0.15179350903186456
164,DRLearner: effect > cost,0.1636486952811983
165,Treat none,0.0
165,Treat all,0.016876513715735154
165,LinearDML: effect > cost,0.18239651236891252
165,CausalForestDML: effect > cost,0.1691255469165038
165,DRLearner: effect > cost,0.17549988537665853
166,Treat none,0.0
166,Treat all,-0.019156559153440254
166,LinearDML: effect > cost,0.16417439625471897
166,CausalForestDML: effect > cost,0.14580624911704057
166,DRLearner: effect > cost,0.15629461813018022
167,Treat none,0.0
167,Treat all,0.0021654723822001924
167,LinearDML: effect > cost,0.17070650981452473
167,CausalForestDML: effect > cost,0.15353364280029544
167,DRLearner: effect > cost,0.16376100673675287
168,Treat none,0.0
168,Treat all,0.007767109918538796
168,LinearDML: effect > cost,0.1688993012738363
168,CausalForestDML: effect > cost,0.15536811272063336
168,DRLearner: effect > cost,0.16509991494485307
169,Treat none,0.0
169,Treat all,-0.0069739654495510105
169,LinearDML: effect > cost,0.16273198905553396
169,CausalForestDML: effect > cost,0.14763935363535793
169,DRLearner: effect > cost,0.15816023680708158
170,Treat none,0.0
170,Treat all,0.015327296598215088
170,LinearDML: effect > cost,0.17819850943134796
170,CausalForestDML: effect > cost,0.15874672664850648
170,DRLearner: effect > cost,0.17310408668395266
171,Treat none,0.0
171,Treat all,0.0007181222219210631
171,LinearDML: effect > cost,0.16818762365600787
171,CausalForestDML: effect > cost,0.14813158087487777
171,DRLearner: effect > cost,0.16237374499766616
172,Treat none,0.0
172,Treat all,-0.011952135023571455
172,LinearDML: effect > cost,0.16029536522312826
172,CausalForestDML: effect > cost,0.14324948918068445
172,DRLearner: effect > cost,0.15564706286395685
173,Treat none,0.0
173,Treat all,0.0016964431441712803
173,LinearDML: effect > cost,0.1713591349992058
173,CausalForestDML: effect > cost,0.15614850271700637
173,DRLearner: effect > cost,0.1640671101278779
174,Treat none,0.0
174,Treat all,0.00208315009652576
174,LinearDML: effect > cost,0.15614671241999428
174,CausalForestDML: effect > cost,0.14567946323269904
174,DRLearner: effect > cost,0.15204499132011934
175,Treat none,0.0
175,Treat all,-0.00019242137721544057
175,LinearDML: effect > cost,0.16590026055326365
175,CausalForestDML: effect > cost,0.15404498895261237
175,DRLearner: effect > cost,0.15985272052172037
176,Treat none,0.0
176,Treat all,-0.0019753215570953073
176,LinearDML: effect > cost,0.16897450511812945
176,CausalForestDML: effect > cost,0.15148963302954419
176,DRLearner: effect > cost,0.16272401540149042
177,Treat none,0.0
177,Treat all,0.001455427041876422
177,LinearDML: effect > cost,0.17073818097268487
177,CausalForestDML: effect > cost,0.15410016179042224
177,DRLearner: effect > cost,0.1634551210900789
178,Treat none,0.0
178,Treat all,0.0033354717739802887
178,LinearDML: effect > cost,0.17043855837249783
178,CausalForestDML: effect > cost,0.1524394551651318
178,DRLearner: effect > cost,0.16479068949086012
179,Treat none,0.0
179,Treat all,-0.014920446395425191
179,LinearDML: effect > cost,0.15250931383047184
179,CausalForestDML: effect > cost,0.1395777649405119
179,DRLearner: effect > cost,0.14949668892842488
180,Treat none,0.0
180,Treat all,0.00592451624893803
180,LinearDML: effect > cost,0.17882997419546642
180,CausalForestDML: effect > cost,0.15672600607710796
180,DRLearner: effect > cost,0.1713055469380304
181,Treat none,0.0
181,Treat all,-0.0016371612232819325
181,LinearDML: effect > cost,0.16798705529836477
181,CausalForestDML: effect > cost,0.15436716082806962
181,DRLearner: effect > cost,0.16194911584358285
182,Treat none,0.0
182,Treat all,-0.007463207203290878
182,LinearDML: effect > cost,0.16784527233491342
182,CausalForestDML: effect > cost,0.1492008436526727
182,DRLearner: effect > cost,0.1625225404090777
183,Treat none,0.0
183,Treat all,-0.004106536468605816
183,LinearDML: effect > cost,0.1731866080720743
183,CausalForestDML: effect > cost,0.14947620653520488
183,DRLearner: effect > cost,0.1636906521299948
184,Treat none,0.0
184,Treat all,-0.0021916358595774703
184,LinearDML: effect > cost,0.16895271915301277
184,CausalForestDML: effect > cost,0.1489143098882692
184,DRLearner: effect > cost,0.16249036357743452
185,Treat none,0.0
185,Treat all,0.008088717195442288
185,LinearDML: effect > cost,0.17234544568487353
185,CausalForestDML: effect > cost,0.1533620716203594
185,DRLearner: effect > cost,0.1646891882104008
186,Treat none,0.0
186,Treat all,-0.011700553418372573
186,LinearDML: effect > cost,0.16722263814271573
186,CausalForestDML: effect > cost,0.14837812014662274
186,DRLearner: effect > cost,0.16050785815478857
187,Treat none,0.0
187,Treat all,0.006641309042044711
187,LinearDML: effect > cost,0.18410706949098224
187,CausalForestDML: effect > cost,0.16273501521812608
187,DRLearner: effect > cost,0.17462204225533817
188,Treat none,0.0
188,Treat all,0.0011491418962088107
188,LinearDML: effect > cost,0.16520619400742376
188,CausalForestDML: effect > cost,0.15469594727215835
188,DRLearner: effect > cost,0.1641602175930118
189,Treat none,0.0
189,Treat all,0.013714463822851729
189,LinearDML: effect > cost,0.17696617963582895
189,CausalForestDML: effect > cost,0.15954701950363587
189,DRLearner: effect > cost,0.16931788692996888
190,Treat none,0.0
190,Treat all,0.007370812012704508
190,LinearDML: effect > cost,0.1767724062276624
190,CausalForestDML: effect > cost,0.15866966213647787
190,DRLearner: effect > cost,0.16969887485031657
191,Treat none,0.0
191,Treat all,-0.0005960498821665377
191,LinearDML: effect > cost,0.16475929361286523
191,CausalForestDML: effect > cost,0.14908513549963348
191,DRLearner: effect > cost,0.15788464188972567
192,Treat none,0.0
192,Treat all,-0.015247362944800736
192,LinearDML: effect > cost,0.15697333329009122
192,CausalForestDML: effect > cost,0.13888964980868646
192,DRLearner: effect > cost,0.1511281074109599
193,Treat none,0.0
193,Treat all,0.017650580862258
193,LinearDML: effect > cost,0.17786594954182333
193,CausalForestDML: effect > cost,0.15332531687170511
193,DRLearner: effect > cost,0.16742668304576702
194,Treat none,0.0
194,Treat all,0.0006863806356164654
194,LinearDML: effect > cost,0.17058486027665237
194,CausalForestDML: effect > cost,0.152857655468054
194,DRLearner: effect > cost,0.16273024616671533
195,Treat none,0.0
195,Treat all,-0.001071175925484777
195,LinearDML: effect > cost,0.1680659120871722
195,CausalForestDML: effect > cost,0.15658320414704313
195,DRLearner: effect > cost,0.16378029719655898
196,Treat none,0.0
196,Treat all,-0.013856583459938265
196,LinearDML: effect > cost,0.1655902851916462
196,CausalForestDML: effect > cost,0.15251749327093989
196,DRLearner: effect > cost,0.16019232129345154
197,Treat none,0.0
197,Treat all,-0.00563607554152225
197,LinearDML: effect > cost,0.16919751333096353
197,CausalForestDML: effect > cost,0.1503287007663368
197,DRLearner: effect > cost,0.16186456029514093
198,Treat none,0.0
198,Treat all,0.013284826411447336
198,LinearDML: effect > cost,0.1784837633111975
198,CausalForestDML: effect > cost,0.1607588915867179
198,DRLearner: effect > cost,0.17257177340865734
199,Treat none,0.0
199,Treat all,0.025309963049125896
199,LinearDML: effect > cost,0.18383336613453724
199,CausalForestDML: effect > cost,0.16406917643286903
199,DRLearner: effect > cost,0.17507989790408504
200,Treat none,0.0
200,Treat all,0.011299470164203813
200,LinearDML: effect > cost,0.17397971765192943
200,CausalForestDML: effect > cost,0.16001306009110478
200,DRLearner: effect > cost,0.17103659118492798
201,Treat none,0.0
201,Treat all,0.009845938761654889
201,LinearDML: effect > cost,0.17780938551018008
201,CausalForestDML: effect > cost,0.1644649133061091
201,DRLearner: effect > cost,0.17405316101838708
202,Treat none,0.0
202,Treat all,-0.0008587305960650743
202,LinearDML: effect > cost,0.17172273833477114
202,CausalForestDML: effect > cost,0.15550936176405766
202,DRLearner: effect > cost,0.16867923989625203
203,Treat none,0.0
203,Treat all,0.0034981890610070714
203,LinearDML: effect > cost,0.16887232295818325
203,CausalForestDML: effect > cost,0.15436574710775558
203,DRLearner: effect > cost,0.16454037585888942
204,Treat none,0.0
204,Treat all,-0.0018702172475072315
204,LinearDML: effect > cost,0.16987444965912152
204,CausalForestDML: effect > cost,0.149463111761184
204,DRLearner: effect > cost,0.1621297673389658
205,Treat none,0.0
205,Treat all,0.021746293704560694
205,LinearDML: effect > cost,0.17717345134270482
205,CausalForestDML: effect > cost,0.16205149249252732
205,DRLearner: effect > cost,0.17193182198245557
206,Treat none,0.0
206,Treat all,-0.016998178857893228
206,LinearDML: effect > cost,0.16547273282070651
206,CausalForestDML: effect > cost,0.1458565609470955
206,DRLearner: effect > cost,0.15893273731379698
207,Treat none,0.0
207,Treat all,0.0011591356670668978
207,LinearDML: effect > cost,0.17232254528849483
207,CausalForestDML: effect > cost,0.15768272717059223
207,DRLearner: effect > cost,0.16388572319149178
208,Treat none,0.0
208,Treat all,0.007973577031157917
208,LinearDML: effect > cost,0.1745254480860335
208,CausalForestDML: effect > cost,0.15876920623608567
208,DRLearner: effect > cost,0.16643615788528757
209,Treat none,0.0
209,Treat all,-0.023489195977748623
209,LinearDML: effect > cost,0.15483143864119916
209,CausalForestDML: effect > cost,0.13084860115256827
209,DRLearner: effect > cost,0.14990892536303085
210,Treat none,0.0
210,Treat all,-0.0030219749953122282
210,LinearDML: effect > cost,0.1661245238444197
210,CausalForestDML: effect > cost,0.14914033392271409
210,DRLearner: effect > cost,0.15737344050216528
211,Treat none,0.0
211,Treat all,-0.013093764170801598
211,LinearDML: effect > cost,0.16913746363603546
211,CausalForestDML: effect > cost,0.15227657725383315
211,DRLearner: effect > cost,0.15981027665002306
212,Treat none,0.0
212,Treat all,0.004114834332027489
212,LinearDML: effect > cost,0.1722551059063051
212,CausalForestDML: effect > cost,0.15753601208731688
212,DRLearner: effect > cost,0.16693567582155266
213,Treat none,0.0
213,Treat all,0.007638421538645943
213,LinearDML: effect > cost,0.17519457473402938
213,CausalForestDML: effect > cost,0.15715422854753158
213,DRLearner: effect > cost,0.167799912433646
214,Treat none,0.0
214,Treat all,0.004386529227434052
214,LinearDML: effect > cost,0.17351564937353584
214,CausalForestDML: effect > cost,0.1554523354054591
214,DRLearner: effect > cost,0.16363933490990873
215,Treat none,0.0
215,Treat all,-0.00572137185830699
215,LinearDML: effect > cost,0.16709999017572302
215,CausalForestDML: effect > cost,0.15230306615322328
215,DRLearner: effect > cost,0.16176282273816456
216,Treat none,0.0
216,Treat all,0.00040252649773032175
216,LinearDML: effect > cost,0.1682725742501966
216,CausalForestDML: effect > cost,0.15664619560641319
216,DRLearner: effect > cost,0.1647766898130166
217,Treat none,0.0
217,Treat all,-0.017736957774066923
217,LinearDML: effect > cost,0.16291929112785766
217,CausalForestDML: effect > cost,0.15039418281081376
217,DRLearner: effect > cost,0.1590236443564786
218,Treat none,0.0
218,Treat all,-0.0009124053681705989
218,LinearDML: effect > cost,0.1719797885218488
218,CausalForestDML: effect > cost,0.16248564966275877
218,DRLearner: effect > cost,0.1674456225638318
219,Treat none,0.0
219,Treat all,-0.00041696139668606923
219,LinearDML: effect > cost,0.17399207078029486
219,CausalForestDML: effect > cost,0.1598146527769666
219,DRLearner: effect > cost,0.16723695583065515
220,Treat none,0.0
220,Treat all,-0.01667578530533448
220,LinearDML: effect > cost,0.15587285622184444
220,CausalForestDML: effect > cost,0.13623059712804314
220,DRLearner: effect > cost,0.14831239782547173
221,Treat none,0.0
221,Treat all,0.0031733297377317233
221,LinearDML: effect > cost,0.1689048475618715
221,CausalForestDML: effect > cost,0.1523142919024698
221,DRLearner: effect > cost,0.16084854968033407
222,Treat none,0.0
222,Treat all,0.01008726811183908
222,LinearDML: effect > cost,0.17351328522354495
222,CausalForestDML: effect > cost,0.1569653385135689
222,DRLearner: effect > cost,0.16891011356143226
223,Treat none,0.0
223,Treat all,0.0020949463747879384
223,LinearDML: effect > cost,0.16949417956562643
223,CausalForestDML: effect > cost,0.1550379546571682
223,DRLearner: effect > cost,0.16555024335634147
224,Treat none,0.0
224,Treat all,0.001116076056901924
224,LinearDML: effect > cost,0.16716461332276616
224,CausalForestDML: effect > cost,0.1540397050250064
224,DRLearner: effect > cost,0.1621735264547952
225,Treat none,0.0
225,Treat all,-0.017090818913600685
225,LinearDML: effect > cost,0.15636654214304507
225,CausalForestDML: effect > cost,0.1424781741538826
225,DRLearner: effect > cost,0.1491387627878367
226,Treat none,0.0
226,Treat all,0.0255547292485364
226,LinearDML: effect > cost,0.1831755265180009
226,CausalForestDML: effect > cost,0.16646595151197632
226,DRLearner: effect > cost,0.17797044623609728
227,Treat none,0.0
227,Treat all,0.003943614465272734
227,LinearDML: effect > cost,0.17101391013480507
227,CausalForestDML: effect > cost,0.15900608332053046
227,DRLearner: effect > cost,0.16684432947350422
228,Treat none,0.0
228,Treat all,-0.006671756496129367
228,LinearDML: effect > cost,0.16164112876185055
228,CausalForestDML: effect > cost,0.14714772377724547
228,DRLearner: effect > cost,0.15348218202282016
229,Treat none,0.0
229,Treat all,-0.014508280364633416
229,LinearDML: effect > cost,0.16164130938588528
229,CausalForestDML: effect > cost,0.1481685096836059
229,DRLearner: effect > cost,0.15731484742250407
230,Treat none,0.0
230,Treat all,0.004599089707018088
230,LinearDML: effect > cost,0.17690775898676506
230,CausalForestDML: effect > cost,0.16105095106812156
230,DRLearner: effect > cost,0.16975416130151078
231,Treat none,0.0
231,Treat all,-0.0004953958056619447
231,LinearDML: effect > cost,0.1654093771398021
231,CausalForestDML: effect > cost,0.15238544494225778
231,DRLearner: effect > cost,0.15789744302699163
232,Treat none,0.0
232,Treat all,0.012511615182580354
232,LinearDML: effect > cost,0.17351518226189652
232,CausalForestDML: effect > cost,0.15721148539675142
232,DRLearner: effect > cost,0.1658468295229552
233,Treat none,0.0
233,Treat all,0.015234192663344215
233,LinearDML: effect > cost,0.1711118418146211
233,CausalForestDML: effect > cost,0.15867219586805842
233,DRLearner: effect > cost,0.1668089597853554
234,Treat none,0.0
234,Treat all,0.010587591499351632
234,LinearDML: effect > cost,0.1760322388683137
234,CausalForestDML: effect > cost,0.16092965520321995
234,DRLearner: effect > cost,0.1699388560665858
235,Treat none,0.0
235,Treat all,0.0009978340470064506
235,LinearDML: effect > cost,0.17031704176013213
235,CausalForestDML: effect > cost,0.1559884210769484
235,DRLearner: effect > cost,0.16388661533361962
236,Treat none,0.0
236,Treat all,-0.019369514431897716
236,LinearDML: effect > cost,0.15255811759277474
236,CausalForestDML: effect > cost,0.13676506413672393
236,DRLearner: effect > cost,0.1475936309101952
237,Treat none,0.0
237,Treat all,-0.009779694167948147
237,LinearDML: effect > cost,0.15841652326677566
237,CausalForestDML: effect > cost,0.13827017943162728
237,DRLearner: effect > cost,0.14830060269706524
238,Treat none,0.0
238,Treat all,0.005667305531549965
238,LinearDML: effect > cost,0.17331731534875403
238,CausalForestDML: effect > cost,0.15818878160994101
238,DRLearner: effect > cost,0.16542701502964582
239,Treat none,0.0
239,Treat all,-0.004867776157014697
239,LinearDML: effect > cost,0.1699176539034551
239,CausalForestDML: effect > cost,0.14797730921820829
239,DRLearner: effect > cost,0.16135499702441528
240,Treat none,0.0
240,Treat all,0.026675692664083282
240,LinearDML: effect > cost,0.17689034096579137
240,CausalForestDML: effect > cost,0.1633165108188719
240,DRLearner: effect > cost,0.17451481919730905
241,Treat none,0.0
241,Treat all,-0.002097859604393813
241,LinearDML: effect > cost,0.16750811292953152
241,CausalForestDML: effect > cost,0.14937033165647362
241,DRLearner: effect > cost,0.16320512918266641
242,Treat none,0.0
242,Treat all,0.012705942119726242
242,LinearDML: effect > cost,0.1708535340240265
242,CausalForestDML: effect > cost,0.15410042573227412
242,DRLearner: effect > cost,0.16308792050710838
243,Treat none,0.0
243,Treat all,-0.00016711677715392385
243,LinearDML: effect > cost,0.17166728654425775
243,CausalForestDML: effect > cost,0.15721717155728054
243,DRLearner: effect > cost,0.16540378564282043
244,Treat none,0.0
244,Treat all,0.004429252257807647
244,LinearDML: effect > cost,0.16743194184376348
244,CausalForestDML: effect > cost,0.14926086089759472
244,DRLearner: effect > cost,0.16200794901101806
245,Treat none,0.0
245,Treat all,-0.004427927141183298
245,LinearDML: effect > cost,0.1734894893193847
245,CausalForestDML: effect > cost,0.14837688482978786
245,DRLearner: effect > cost,0.1639690782660383
246,Treat none,0.0
246,Treat all,0.006572599559677816
246,LinearDML: effect > cost,0.17059117806457164
246,CausalForestDML: effect > cost,0.15676224080096923
246,DRLearner: effect > cost,0.16676187069079484
247,Treat none,0.0
247,Treat all,-0.023320045247428017
247,LinearDML: effect > cost,0.1516265505308517
247,CausalForestDML: effect > cost,0.13588326586173533
247,DRLearner: effect > cost,0.14534986913426046
248,Treat none,0.0
248,Treat all,-0.012338245282946424
248,LinearDML: effect > cost,0.16080689976257026
248,CausalForestDML: effect > cost,0.13907080154716847
248,DRLearner: effect > cost,0.15389919332702764
249,Treat none,0.0
249,Treat all,0.00037527529278417164
249,LinearDML: effect > cost,0.1710021023413536
249,CausalForestDML: effect > cost,0.1567231871654882
249,DRLearner: effect > cost,0.16257060321007905
250,Treat none,0.0
250,Treat all,-0.02919283333340384
250,LinearDML: effect > cost,0.15646320300418418
250,CausalForestDML: effect > cost,0.1421734957102235
250,DRLearner: effect > cost,0.1495836558937602
251,Treat none,0.0
251,Treat all,0.016941888502547055
251,LinearDML: effect > cost,0.17557197950087666
251,CausalForestDML: effect > cost,0.15773034930349067
251,DRLearner: effect > cost,0.16808003417330789
252,Treat none,0.0
252,Treat all,0.00961039015984052
252,LinearDML: effect > cost,0.1775008856996694
252,CausalForestDML: effect > cost,0.15611609502194274
252,DRLearner: effect > cost,0.1715119681398054
253,Treat none,0.0
253,Treat all,-0.012819570057372926
253,LinearDML: effect > cost,0.1613744330026726
253,CausalForestDML: effect > cost,0.1396343581843235
253,DRLearner: effect > cost,0.15317161998805
254,Treat none,0.0
254,Treat all,-0.011898167993072434
254,LinearDML: effect > cost,0.16447966273598993
254,CausalForestDML: effect > cost,0.1420973457954636
254,DRLearner: effect > cost,0.1555003684182822
255,Treat none,0.0
255,Treat all,0.01771412772768967
255,LinearDML: effect > cost,0.1749111121044459
255,CausalForestDML: effect > cost,0.16033535469328508
255,DRLearner: effect > cost,0.1686433416049063
256,Treat none,0.0
256,Treat all,0.0027955638009303837
256,LinearDML: effect > cost,0.16999076965967314
256,CausalForestDML: effect > cost,0.15487974405300398
256,DRLearner: effect > cost,0.1646951306870898
257,Treat none,0.0
257,Treat all,-0.014392560062250606
257,LinearDML: effect > cost,0.1648915993005662
257,CausalForestDML: effect > cost,0.14844981523840253
257,DRLearner: effect > cost,0.15719792496669463
258,Treat none,0.0
258,Treat all,0.014259912155506165
258,LinearDML: effect > cost,0.17494530122597474
258,CausalForestDML: effect > cost,0.16160520464228478
258,DRLearner: effect > cost,0.17141346532222607
259,Treat none,0.0
259,Treat all,0.011771633568219067
259,LinearDML: effect > cost,0.17447792005174947
259,CausalForestDML: effect > cost,0.1626152981809298
259,DRLearner: effect > cost,0.1725217513992176
260,Treat none,0.0
260,Treat all,-0.0006364151837593419
260,LinearDML: effect > cost,0.17286046472214303
260,CausalForestDML: effect > cost,0.15987535381944107
260,DRLearner: effect > cost,0.16624966896510332
261,Treat none,0.0
261,Treat all,0.008362160546394451
261,LinearDML: effect > cost,0.16563732852746405
261,CausalForestDML: effect > cost,0.14588341810312852
261,DRLearner: effect > cost,0.15589621382534574
262,Treat none,0.0
262,Treat all,0.0027176048968403648
262,LinearDML: effect > cost,0.16963400664263312
262,CausalForestDML: effect > cost,0.15050915882538998
262,DRLearner: effect > cost,0.16023227794975198
263,Treat none,0.0
263,Treat all,-0.0047044138948060315
263,LinearDML: effect > cost,0.16690672038154616
263,CausalForestDML: effect > cost,0.15374408259960587
263,DRLearner: effect > cost,0.1604808443159094
264,Treat none,0.0
264,Treat all,-0.00020669423070328872
264,LinearDML: effect > cost,0.16916696688108016
264,CausalForestDML: effect > cost,0.15220967259188567
264,DRLearner: effect > cost,0.16119452689899066
265,Treat none,0.0
265,Treat all,-0.007095493309537667
265,LinearDML: effect > cost,0.1683216043781035
265,CausalForestDML: effect > cost,0.1527085447446653
265,DRLearner: effect > cost,0.16245493629124474
266,Treat none,0.0
266,Treat all,-0.004016455823779771
266,LinearDML: effect > cost,0.16641775075435714
266,CausalForestDML: effect > cost,0.15146813263611428
266,DRLearner: effect > cost,0.16397783103937813
267,Treat none,0.0
267,Treat all,-0.019694507378827702
267,LinearDML: effect > cost,0.1601692049410213
267,CausalForestDML: effect > cost,0.14326270531955437
267,DRLearner: effect > cost,0.1559003660796234
268,Treat none,0.0
268,Treat all,0.002011399596330911
268,LinearDML: effect > cost,0.17764422087857645
268,CausalForestDML: effect > cost,0.1568733799742716
268,DRLearner: effect > cost,0.16903447813222447
269,Treat none,0.0
269,Treat all,-0.020503158151378667
269,LinearDML: effect > cost,0.15604371837788594
269,CausalForestDML: effect > cost,0.14368206311937215
269,DRLearner: effect > cost,0.15407920232424885
270,Treat none,0.0
270,Treat all,0.00682287498130953
270,LinearDML: effect > cost,0.17156451521851537
270,CausalForestDML: effect > cost,0.15205803049888053
270,DRLearner: effect > cost,0.16814659056595888
271,Treat none,0.0
271,Treat all,-0.020187598566212404
271,LinearDML: effect > cost,0.15137363367575427
271,CausalForestDML: effect > cost,0.133938859446754
271,DRLearner: effect > cost,0.14491749778083524
272,Treat none,0.0
272,Treat all,0.004617518148769304
272,LinearDML: effect > cost,0.16890592673116717
272,CausalForestDML: effect > cost,0.14764050939493806
272,DRLearner: effect > cost,0.16224734319383846
273,Treat none,0.0
273,Treat all,0.022884229768856627
273,LinearDML: effect > cost,0.1726071064003581
273,CausalForestDML: effect > cost,0.15707257563469634
273,DRLearner: effect > cost,0.16642073716277275
274,Treat none,0.0
274,Treat all,-0.006868606962602145
274,LinearDML: effect > cost,0.16792194645379518
274,CausalForestDML: effect > cost,0.14134652308597892
274,DRLearner: effect > cost,0.15926092491421345
275,Treat none,0.0
275,Treat all,-0.00016158713727935234
275,LinearDML: effect > cost,0.16835746531059598
275,CausalForestDML: effect > cost,0.15038831751703946
275,DRLearner: effect > cost,0.16164705636531104
276,Treat none,0.0
276,Treat all,0.0035969458941731
276,LinearDML: effect > cost,0.1687925645853454
276,CausalForestDML: effect > cost,0.15767509942526206
276,DRLearner: effect > cost,0.16633702463814193
277,Treat none,0.0
277,Treat all,-0.019466722097458318
277,LinearDML: effect > cost,0.16180676353658344
277,CausalForestDML: effect > cost,0.14319260517580024
277,DRLearner: effect > cost,0.15176039909919575
278,Treat none,0.0
278,Treat all,0.008211990427665237
278,LinearDML: effect > cost,0.167253045723387
278,CausalForestDML: effect > cost,0.15358991596696955
278,DRLearner: effect > cost,0.16121846438562712
279,Treat none,0.0
279,Treat all,0.0027101957646972394
279,LinearDML: effect > cost,0.1715643121328578
279,CausalForestDML: effect > cost,0.15616402290670509
279,DRLearner: effect > cost,0.16650283173607985
280,Treat none,0.0
280,Treat all,-0.006493590887670544
280,LinearDML: effect > cost,0.16037132028650608
280,CausalForestDML: effect > cost,0.1378174647195981
280,DRLearner: effect > cost,0.1537623408393491
281,Treat none,0.0
281,Treat all,0.0035614677724907736
281,LinearDML: effect > cost,0.17307024757132192
281,CausalForestDML: effect > cost,0.14636293551032342
281,DRLearner: effect > cost,0.16266514676974717
282,Treat none,0.0
282,Treat all,-0.012995034440776071
282,LinearDML: effect > cost,0.1676085284130386
282,CausalForestDML: effect > cost,0.14700867594854278
282,DRLearner: effect > cost,0.16009596761259742
283,Treat none,0.0
